Cross Validation is off.
TRAINING - Epoch #17667 Error:0.011594319932824192
TRAINING - Epoch #17668 Error:0.011594319746958369
TRAINING - Epoch #17669 Error:0.011594319542639111
TRAINING - Epoch #17670 Error:0.011594319310583056
TRAINING - Epoch #17671 Error:0.011594319667033004
TRAINING - Epoch #17672 Error:0.01159431962491611
TRAINING - Epoch #17673 Error:0.011594319215157835
TRAINING - Epoch #17674 Error:0.011594319274176377
TRAINING - Epoch #17675 Error:0.011594319139676392
TRAINING - Epoch #17676 Error:0.01159431907918973
TRAINING - Epoch #17677 Error:0.011594318990285126
TRAINING - Epoch #17678 Error:0.011594318890959075
TRAINING - Epoch #17679 Error:0.0115943187782237
TRAINING - Epoch #17680 Error:0.011594318685332514
TRAINING - Epoch #17681 Error:0.011594318568170137
TRAINING - Epoch #17682 Error:0.011594318415824435
TRAINING - Epoch #17683 Error:0.011594318518228225
TRAINING - Epoch #17684 Error:0.01159431844631091
TRAINING - Epoch #17685 Error:0.011594318353209591
TRAINING - Epoch #17686 Error:0.0115943183469358
TRAINING - Epoch #17687 Error:0.011594318302259383
TRAINING - Epoch #17688 Error:0.011594318246788929
TRAINING - Epoch #17689 Error:0.01159431818687903
TRAINING - Epoch #17690 Error:0.01159431811656636
TRAINING - Epoch #17691 Error:0.011594318040685348
TRAINING - Epoch #17692 Error:0.011594317951622432
TRAINING - Epoch #17693 Error:0.011594317845708685
TRAINING - Epoch #17694 Error:0.011594317722320257
TRAINING - Epoch #17695 Error:0.011594317577226872
TRAINING - Epoch #17696 Error:0.011594317406569079
TRAINING - Epoch #17697 Error:0.011594317207689058
TRAINING - Epoch #17698 Error:0.011594316973728617
TRAINING - Epoch #17699 Error:0.011594316803337857
TRAINING - Epoch #17700 Error:0.011594317632862998
TRAINING - Epoch #17701 Error:0.011594316785778156
TRAINING - Epoch #17702 Error:0.011594316610237606
TRAINING - Epoch #17703 Error:0.01159431644544559
TRAINING - Epoch #17704 Error:0.011594316383754527
TRAINING - Epoch #17705 Error:0.011594316430794192
TRAINING - Epoch #17706 Error:0.011594316515318531
TRAINING - Epoch #17707 Error:0.011594316246783289
TRAINING - Epoch #17708 Error:0.011594316196477661
TRAINING - Epoch #17709 Error:0.011594316133540282
TRAINING - Epoch #17710 Error:0.011594316027575996
TRAINING - Epoch #17711 Error:0.011594315908809277
TRAINING - Epoch #17712 Error:0.01159431577005064
TRAINING - Epoch #17713 Error:0.01159431560906322
TRAINING - Epoch #17714 Error:0.011594315424771498
TRAINING - Epoch #17715 Error:0.011594315238556903
TRAINING - Epoch #17716 Error:0.011594315850110453
TRAINING - Epoch #17717 Error:0.01159431522941895
TRAINING - Epoch #17718 Error:0.01159431510065703
TRAINING - Epoch #17719 Error:0.01159431494346482
TRAINING - Epoch #17720 Error:0.011594314758789913
TRAINING - Epoch #17721 Error:0.011594314543127203
TRAINING - Epoch #17722 Error:0.011594314294804932
TRAINING - Epoch #17723 Error:0.01159431402170463
TRAINING - Epoch #17724 Error:0.01159431394889762
TRAINING - Epoch #17725 Error:0.01159431495235279
TRAINING - Epoch #17726 Error:0.011594313816601495
TRAINING - Epoch #17727 Error:0.011594313624838972
TRAINING - Epoch #17728 Error:0.011594313429508412
TRAINING - Epoch #17729 Error:0.011594313589980185
TRAINING - Epoch #17730 Error:0.011594313384599708
TRAINING - Epoch #17731 Error:0.011594313319351644
TRAINING - Epoch #17732 Error:0.01159431326631048
TRAINING - Epoch #17733 Error:0.01159431328927796
TRAINING - Epoch #17734 Error:0.011594313249575057
TRAINING - Epoch #17735 Error:0.0115943132136212
TRAINING - Epoch #17736 Error:0.011594313171103947
TRAINING - Epoch #17737 Error:0.011594313116294509
TRAINING - Epoch #17738 Error:0.01159431305536357
TRAINING - Epoch #17739 Error:0.011594312988578673
TRAINING - Epoch #17740 Error:0.01159431291220278
TRAINING - Epoch #17741 Error:0.011594312836846173
TRAINING - Epoch #17742 Error:0.011594312735423183
TRAINING - Epoch #17743 Error:0.011594312617752144
TRAINING - Epoch #17744 Error:0.011594312482499461
TRAINING - Epoch #17745 Error:0.011594312342737959
TRAINING - Epoch #17746 Error:0.011594312183701798
TRAINING - Epoch #17747 Error:0.01159431199664874
TRAINING - Epoch #17748 Error:0.011594311777719345
TRAINING - Epoch #17749 Error:0.01159431151784005
TRAINING - Epoch #17750 Error:0.011594311376177115
TRAINING - Epoch #17751 Error:0.011594312373317739
TRAINING - Epoch #17752 Error:0.011594311322355376
TRAINING - Epoch #17753 Error:0.011594311147027992
TRAINING - Epoch #17754 Error:0.011594310960474632
TRAINING - Epoch #17755 Error:0.011594311590282708
TRAINING - Epoch #17756 Error:0.011594310979088703
TRAINING - Epoch #17757 Error:0.01159431087654219
TRAINING - Epoch #17758 Error:0.011594311003794544
TRAINING - Epoch #17759 Error:0.01159431086669456
TRAINING - Epoch #17760 Error:0.011594310802422481
TRAINING - Epoch #17761 Error:0.011594310710622344
TRAINING - Epoch #17762 Error:0.011594310614135662
TRAINING - Epoch #17763 Error:0.011594310501931245
TRAINING - Epoch #17764 Error:0.01159431036998608
TRAINING - Epoch #17765 Error:0.011594310215365645
TRAINING - Epoch #17766 Error:0.011594310034289226
TRAINING - Epoch #17767 Error:0.011594309822067883
TRAINING - Epoch #17768 Error:0.011594309571393685
TRAINING - Epoch #17769 Error:0.011594309277994033
TRAINING - Epoch #17770 Error:0.01159430893528039
TRAINING - Epoch #17771 Error:0.01159430853534757
TRAINING - Epoch #17772 Error:0.01159430807514042
TRAINING - Epoch #17773 Error:0.01159430755845581
TRAINING - Epoch #17774 Error:0.011594313960752467
TRAINING - Epoch #17775 Error:0.011594307810326658
TRAINING - Epoch #17776 Error:0.011594308760950765
TRAINING - Epoch #17777 Error:0.011594307818216187
TRAINING - Epoch #17778 Error:0.011594307760568683
TRAINING - Epoch #17779 Error:0.011594307804695078
TRAINING - Epoch #17780 Error:0.01159430764162033
TRAINING - Epoch #17781 Error:0.011594307548210505
TRAINING - Epoch #17782 Error:0.011594307502080724
TRAINING - Epoch #17783 Error:0.01159430754101364
TRAINING - Epoch #17784 Error:0.01159430749125344
TRAINING - Epoch #17785 Error:0.011594307452914876
TRAINING - Epoch #17786 Error:0.011594307456344134
TRAINING - Epoch #17787 Error:0.01159430740308103
TRAINING - Epoch #17788 Error:0.011594307358518281
TRAINING - Epoch #17789 Error:0.011594307306307944
TRAINING - Epoch #17790 Error:0.01159430724604704
TRAINING - Epoch #17791 Error:0.011594307175777627
TRAINING - Epoch #17792 Error:0.011594307095354806
TRAINING - Epoch #17793 Error:0.011594307000367442
TRAINING - Epoch #17794 Error:0.011594306888106818
TRAINING - Epoch #17795 Error:0.011594306756745358
TRAINING - Epoch #17796 Error:0.01159430660198166
TRAINING - Epoch #17797 Error:0.011594306427791664
TRAINING - Epoch #17798 Error:0.011594306284197648
TRAINING - Epoch #17799 Error:0.011594306489614917
TRAINING - Epoch #17800 Error:0.011594306267607199
TRAINING - Epoch #17801 Error:0.011594306336662656
TRAINING - Epoch #17802 Error:0.011594306229729831
TRAINING - Epoch #17803 Error:0.011594306228831534
Error difference too low (8.982970617354979E-13) ending training at Epoch #17804 Error:0.011594306228831534
Final Error: 0.0115943062089681
Training complete, saving network.
Network saved.
Day 1:actual=1.0000(up),predict=1.0000(up),diff=2.1556292150282097E-5
Day 2:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 3:actual=1.0000(up),predict=1.0000(up),diff=1.6252554857487667E-11
Day 4:actual=-1.0000(down),predict=-1.0000(down),diff=3.3306690738754696E-16
Day 5:actual=1.0000(up),predict=1.0000(up),diff=2.5396978723390973E-6
Day 6:actual=-1.0000(down),predict=-1.0000(down),diff=4.998224056862455E-13
Day 7:actual=1.0000(up),predict=1.0000(up),diff=3.61662235113247E-5
Day 8:actual=-1.0000(down),predict=-0.9998(down),diff=1.5702603175093977E-4
Day 9:actual=1.0000(up),predict=1.0000(up),diff=1.8343137540788312E-5
Day 10:actual=-1.0000(down),predict=-0.9999(down),diff=9.51032630127635E-5
Day 11:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 12:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 13:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 14:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 15:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 16:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 17:actual=1.0000(up),predict=1.0000(up),diff=2.8888250824810058E-6
Day 18:actual=-1.0000(down),predict=-1.0000(down),diff=6.4827118251287175E-6
Day 19:actual=1.0000(up),predict=1.0000(up),diff=3.5705922996065453E-8
Day 20:actual=-1.0000(down),predict=-1.0000(down),diff=2.43991652990605E-5
Day 21:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 22:actual=-1.0000(down),predict=-1.0000(down),diff=2.975186763620741E-11
Day 23:actual=1.0000(up),predict=0.9995(up),diff=5.349416240816307E-4
Day 24:actual=-1.0000(down),predict=-1.0000(down),diff=2.1094237467877974E-15
Day 25:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 26:actual=-1.0000(down),predict=-0.9999(down),diff=9.842062390219564E-5
Day 27:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 28:actual=-1.0000(down),predict=-1.0000(down),diff=2.8431720948574046E-5
Day 29:actual=1.0000(up),predict=1.0000(up),diff=5.570674588284419E-8
Day 30:actual=-1.0000(down),predict=-1.0000(down),diff=2.917915737332688E-5
Day 31:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 32:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 33:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 34:actual=-1.0000(down),predict=-1.0000(down),diff=2.6113555762208307E-11
Day 35:actual=1.0000(up),predict=0.9990(up),diff=9.75399162747137E-4
Day 36:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 37:actual=1.0000(up),predict=1.0000(up),diff=1.1849203718328205E-5
Day 38:actual=-1.0000(down),predict=-0.9996(down),diff=4.126834345467012E-4
Day 39:actual=1.0000(up),predict=1.0000(up),diff=3.809325851356071E-5
Day 40:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 41:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 42:actual=-1.0000(down),predict=-1.0000(down),diff=1.3322676295501878E-15
Day 43:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 44:actual=-1.0000(down),predict=-1.0000(down),diff=1.4432899320127035E-15
Day 45:actual=1.0000(up),predict=0.9996(up),diff=4.2707334863734125E-4
Day 46:actual=-1.0000(down),predict=-0.9997(down),diff=2.744696112864098E-4
Day 47:actual=1.0000(up),predict=0.9999(up),diff=8.810656334068412E-5
Day 48:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 49:actual=1.0000(up),predict=1.0000(up),diff=1.1102230246251565E-16
Day 50:actual=-1.0000(down),predict=-1.0000(down),diff=2.077911176456837E-8
Day 51:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 52:actual=-1.0000(down),predict=-0.9998(down),diff=1.8722646500735074E-4
Day 53:actual=1.0000(up),predict=1.0000(up),diff=7.748125474549283E-10
Day 54:actual=-1.0000(down),predict=-0.9999(down),diff=9.104106058011041E-5
Day 55:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 56:actual=-1.0000(down),predict=-1.0000(down),diff=1.7423407161487603E-10
Day 57:actual=1.0000(up),predict=0.9998(up),diff=2.260636040959385E-4
Day 58:actual=-1.0000(down),predict=-1.0000(down),diff=2.4096115901928172E-5
Day 59:actual=1.0000(up),predict=0.9999(up),diff=1.0112670903816845E-4
Day 60:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 61:actual=1.0000(up),predict=1.0000(up),diff=6.414907494090016E-10
Day 62:actual=-1.0000(down),predict=-0.9990(down),diff=9.996481970487858E-4
Day 63:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 64:actual=-1.0000(down),predict=-1.0000(down),diff=3.736857257852222E-6
Day 65:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 66:actual=-1.0000(down),predict=-0.9998(down),diff=1.5597966438440913E-4
Day 67:actual=1.0000(up),predict=1.0000(up),diff=1.89924629733218E-5
Day 68:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 69:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 70:actual=-1.0000(down),predict=-1.0000(down),diff=3.7864638591345035E-5
Day 71:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 72:actual=-1.0000(down),predict=-0.9999(down),diff=5.430866200129003E-5
Day 73:actual=1.0000(up),predict=1.0000(up),diff=4.049146943074788E-6
Day 74:actual=-1.0000(down),predict=-0.9999(down),diff=1.4834161231369603E-4
Day 75:actual=1.0000(up),predict=1.0000(up),diff=8.219936953324236E-10
Day 76:actual=-1.0000(down),predict=-1.0000(down),diff=1.5383294638127154E-10
Day 77:actual=1.0000(up),predict=1.0000(up),diff=7.280633873563147E-9
Day 78:actual=-1.0000(down),predict=-1.0000(down),diff=1.0576148690155662E-7
Day 79:actual=1.0000(up),predict=0.9990(up),diff=9.632331949094297E-4
Day 80:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 81:actual=1.0000(up),predict=1.0000(up),diff=8.555126962406234E-8
Day 82:actual=-1.0000(down),predict=-1.0000(down),diff=9.377245739905504E-7
Day 83:actual=1.0000(up),predict=1.0000(up),diff=1.2103227941651085E-5
Day 84:actual=-1.0000(down),predict=-1.0000(down),diff=3.0212673900464893E-5
Day 85:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 86:actual=-1.0000(down),predict=-1.0000(down),diff=1.09699504480254E-7
Day 87:actual=1.0000(up),predict=1.0000(up),diff=7.87148124459236E-13
Day 88:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 89:actual=1.0000(up),predict=1.0000(up),diff=1.7497188626869331E-6
Day 90:actual=-1.0000(down),predict=-0.9999(down),diff=1.08589184524166E-4
Day 91:actual=1.0000(up),predict=0.9999(up),diff=1.238677526639309E-4
Day 92:actual=-1.0000(down),predict=-1.0000(down),diff=2.6976643141551904E-10
Day 93:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 94:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 95:actual=1.0000(up),predict=1.0000(up),diff=1.277114990427819E-7
Day 96:actual=-1.0000(down),predict=-0.9998(down),diff=2.3299205839177883E-4
Day 97:actual=1.0000(up),predict=1.0000(up),diff=7.728462592115903E-8
Day 98:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 99:actual=1.0000(up),predict=1.0000(up),diff=1.084438623344397E-7
Day 100:actual=-1.0000(down),predict=-0.9997(down),diff=3.4971842661701835E-4
Day 101:actual=1.0000(up),predict=1.0000(up),diff=4.606441311638676E-5
Day 102:actual=-1.0000(down),predict=-1.0000(down),diff=1.4578538662712859E-5
Day 103:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 104:actual=-1.0000(down),predict=-1.0000(down),diff=3.3861802251067274E-14
Day 105:actual=1.0000(up),predict=1.0000(up),diff=5.556633280168199E-7
Day 106:actual=-1.0000(down),predict=-0.9998(down),diff=1.862509602647E-4
Day 107:actual=1.0000(up),predict=0.9997(up),diff=2.6431087818312715E-4
Day 108:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 109:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 110:actual=-1.0000(down),predict=-1.0000(down),diff=8.781864124784988E-14
Day 111:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 112:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 113:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 114:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 115:actual=1.0000(up),predict=0.9998(up),diff=2.1215810488783848E-4
Day 116:actual=-1.0000(down),predict=-0.9997(down),diff=3.1966297078789285E-4
Day 117:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 118:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 119:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 120:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 121:actual=1.0000(up),predict=1.0000(up),diff=8.472456070052203E-11
Day 122:actual=-1.0000(down),predict=-1.0000(down),diff=4.113960505591763E-9
Day 123:actual=1.0000(up),predict=1.0000(up),diff=4.440892098500626E-16
Day 124:actual=-1.0000(down),predict=-1.0000(down),diff=1.0989582577280999E-9
Day 125:actual=1.0000(up),predict=1.0000(up),diff=2.220446049250313E-16
Day 126:actual=-1.0000(down),predict=-0.9999(down),diff=5.0939535523153445E-5
Day 127:actual=1.0000(up),predict=0.9998(up),diff=2.2847618399790548E-4
Day 128:actual=-1.0000(down),predict=-0.9998(down),diff=2.3087484545603054E-4
Day 129:actual=1.0000(up),predict=1.0000(up),diff=2.895141151471048E-5
Day 130:actual=-1.0000(down),predict=-1.0000(down),diff=7.674536472990212E-7
Day 131:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 132:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 133:actual=1.0000(up),predict=1.0000(up),diff=1.5132549835428222E-7
Day 134:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 135:actual=1.0000(up),predict=1.0000(up),diff=1.4210854715202004E-14
Day 136:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 137:actual=1.0000(up),predict=1.0000(up),diff=4.6212807178203086E-5
Day 138:actual=-1.0000(down),predict=-1.0000(down),diff=2.096263133799514E-5
Day 139:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 140:actual=-1.0000(down),predict=-1.0000(down),diff=5.171156918226671E-7
Day 141:actual=1.0000(up),predict=1.0000(up),diff=5.186612280660974E-6
Day 142:actual=-1.0000(down),predict=-0.9980(down),diff=0.002037674333884687
Day 143:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 144:actual=-1.0000(down),predict=-1.0000(down),diff=3.9249161309928837E-7
Day 145:actual=1.0000(up),predict=0.9998(up),diff=2.2302435693521971E-4
Day 146:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 147:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 148:actual=-1.0000(down),predict=-1.0000(down),diff=3.2535034000247265E-8
Day 149:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 150:actual=-1.0000(down),predict=-0.9998(down),diff=2.2179581663928083E-4
Day 151:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 152:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 153:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 154:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 155:actual=1.0000(up),predict=1.0000(up),diff=4.948795406800599E-8
Day 156:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 157:actual=1.0000(up),predict=1.0000(up),diff=6.283862319378386E-14
Day 158:actual=-1.0000(down),predict=-1.0000(down),diff=3.8968828164342995E-14
Day 159:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 160:actual=-1.0000(down),predict=-0.9998(down),diff=1.7986615929677097E-4
Day 161:actual=1.0000(up),predict=0.9984(up),diff=0.0016205117212177989
Day 162:actual=-1.0000(down),predict=-0.9997(down),diff=2.969108260996167E-4
Day 163:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 164:actual=-1.0000(down),predict=-1.0000(down),diff=2.76110730079715E-5
Day 165:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 166:actual=-1.0000(down),predict=-1.0000(down),diff=1.8812729152273278E-12
Day 167:actual=1.0000(up),predict=0.9997(up),diff=2.861233603564939E-4
Day 168:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 169:actual=1.0000(up),predict=1.0000(up),diff=5.847616444731862E-6
Day 170:actual=-1.0000(down),predict=-1.0000(down),diff=2.2503727252098926E-5
Day 171:actual=1.0000(up),predict=1.0000(up),diff=1.887379141862766E-15
Day 172:actual=-1.0000(down),predict=-0.9999(down),diff=1.3152923020820495E-4
Day 173:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 174:actual=-1.0000(down),predict=-0.9998(down),diff=2.1578918077347353E-4
Day 175:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 176:actual=-1.0000(down),predict=-0.9992(down),diff=8.158983038739631E-4
Day 177:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 178:actual=-1.0000(down),predict=-0.9999(down),diff=5.8860207617694726E-5
Day 179:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 180:actual=-1.0000(down),predict=-1.0000(down),diff=1.8333720524177366E-5
Day 181:actual=1.0000(up),predict=0.9999(up),diff=6.124732215695428E-5
Day 182:actual=-1.0000(down),predict=-1.0000(down),diff=1.0133797734290795E-7
Day 183:actual=1.0000(up),predict=1.0000(up),diff=5.902858979389691E-9
Day 184:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 185:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 186:actual=-1.0000(down),predict=-1.0000(down),diff=1.7044331501736565E-9
Day 187:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 188:actual=-1.0000(down),predict=-1.0000(down),diff=5.773159728050814E-15
Day 189:actual=1.0000(up),predict=1.0000(up),diff=1.309829911200211E-9
Day 190:actual=-1.0000(down),predict=-0.9981(down),diff=0.001878834643266769
Day 191:actual=1.0000(up),predict=0.9987(up),diff=0.0013291282111064229
Day 192:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 193:actual=1.0000(up),predict=1.0000(up),diff=4.3298697960381105E-15
Day 194:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 195:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 196:actual=-1.0000(down),predict=-1.0000(down),diff=3.6369601774666194E-9
Day 197:actual=1.0000(up),predict=0.9999(up),diff=1.0213772902434304E-4
Day 198:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 199:actual=1.0000(up),predict=1.0000(up),diff=4.037962654912519E-6
Day 200:actual=-1.0000(down),predict=-1.0000(down),diff=2.8710244354135384E-6
Day 201:actual=1.0000(up),predict=1.0000(up),diff=2.9181448162329815E-6
Day 202:actual=-1.0000(down),predict=-1.0000(down),diff=1.9567600129111185E-7
Day 203:actual=1.0000(up),predict=1.0000(up),diff=2.3907328626004976E-5
Day 204:actual=-1.0000(down),predict=-0.9999(down),diff=1.329513566042939E-4
Day 205:actual=1.0000(up),predict=1.0000(up),diff=2.60298273380144E-7
Day 206:actual=-1.0000(down),predict=-1.0000(down),diff=3.125924916802525E-6
Day 207:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 208:actual=-1.0000(down),predict=-1.0000(down),diff=2.38991508472175E-6
Day 209:actual=1.0000(up),predict=0.9997(up),diff=2.725098534915871E-4
Day 210:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 211:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 212:actual=-1.0000(down),predict=-0.9982(down),diff=0.001811089029297941
Day 213:actual=1.0000(up),predict=1.0000(up),diff=6.327217711543653E-6
Day 214:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 215:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 216:actual=-1.0000(down),predict=1.0000(up),diff=2.0
Day 217:actual=1.0000(up),predict=0.9999(up),diff=1.2181720980797284E-4
Day 218:actual=-1.0000(down),predict=-1.0000(down),diff=6.1913104087985E-8
Day 219:actual=1.0000(up),predict=1.0000(up),diff=9.381440719935519E-6
Day 220:actual=-1.0000(down),predict=-0.9998(down),diff=1.5263927934106025E-4
Day 221:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 222:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 223:actual=1.0000(up),predict=1.0000(up),diff=1.9842705256678528E-10
Day 224:actual=-1.0000(down),predict=-1.0000(down),diff=2.9672125030799634E-5
Day 225:actual=1.0000(up),predict=0.9999(up),diff=1.1009233730896462E-4
Day 226:actual=-1.0000(down),predict=-1.0000(down),diff=1.166342356029304E-9
Day 227:actual=1.0000(up),predict=0.9996(up),diff=4.1318387732736106E-4
Day 228:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 229:actual=1.0000(up),predict=1.0000(up),diff=1.4088730182493236E-13
Day 230:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 231:actual=1.0000(up),predict=0.9995(up),diff=4.765900564813741E-4
Day 232:actual=-1.0000(down),predict=-1.0000(down),diff=1.0325074129013956E-14
Day 233:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 234:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 235:actual=1.0000(up),predict=1.0000(up),diff=4.2244853448725195E-7
Day 236:actual=-1.0000(down),predict=-1.0000(down),diff=1.8619120800700273E-8
Day 237:actual=1.0000(up),predict=1.0000(up),diff=4.2010839251815923E-13
Day 238:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 239:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 240:actual=-1.0000(down),predict=-1.0000(down),diff=2.895339284991749E-7
Day 241:actual=1.0000(up),predict=0.9982(up),diff=0.0018188539133598969
Day 242:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 243:actual=1.0000(up),predict=0.9999(up),diff=5.78638221899741E-5
Day 244:actual=-1.0000(down),predict=-1.0000(down),diff=4.258793592337717E-6
Day 245:actual=1.0000(up),predict=1.0000(up),diff=1.482634288196838E-5
Day 246:actual=-1.0000(down),predict=-1.0000(down),diff=2.2515931432653957E-5
Day 247:actual=1.0000(up),predict=0.9999(up),diff=1.460749205035583E-4
Day 248:actual=-1.0000(down),predict=-1.0000(down),diff=6.230571614196379E-13
Day 249:actual=1.0000(up),predict=0.9999(up),diff=7.670155577643722E-5
Day 250:actual=-1.0000(down),predict=-0.9999(down),diff=7.617157248163142E-5
Day 251:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 252:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 253:actual=1.0000(up),predict=1.0000(up),diff=2.298161660974074E-14
Day 254:actual=-1.0000(down),predict=-1.0000(down),diff=1.4341765028791365E-5
Day 255:actual=1.0000(up),predict=1.0000(up),diff=4.440892098500626E-16
Day 256:actual=-1.0000(down),predict=-0.9996(down),diff=3.942672223676835E-4
Day 257:actual=1.0000(up),predict=1.0000(up),diff=1.9395596240201485E-13
Day 258:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 259:actual=1.0000(up),predict=0.9999(up),diff=5.542406636827035E-5
Day 260:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 261:actual=1.0000(up),predict=1.0000(up),diff=0.0
Day 262:actual=-1.0000(down),predict=-0.9998(down),diff=1.9745561624617824E-4
Day 263:actual=1.0000(up),predict=0.9998(up),diff=1.7605073390492E-4
Day 264:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 265:actual=1.0000(up),predict=1.0000(up),diff=9.188649841007646E-12
Day 266:actual=-1.0000(down),predict=-0.9997(down),diff=3.4972218239348596E-4
Day 267:actual=1.0000(up),predict=1.0000(up),diff=8.602007994795713E-13
Day 268:actual=-1.0000(down),predict=-1.0000(down),diff=9.112666066179997E-9
Day 269:actual=1.0000(up),predict=1.0000(up),diff=3.653606307352231E-5
Day 270:actual=-1.0000(down),predict=-1.0000(down),diff=1.098128797116793E-6
Day 271:actual=1.0000(up),predict=1.0000(up),diff=5.936666924721834E-8
Day 272:actual=-1.0000(down),predict=-1.0000(down),diff=0.0
Day 273:actual=1.0000(up),predict=1.0000(up),diff=3.5751654930193943E-5
